UPC,System ID,Category Name,Price,QOH,Product ID,URL,Category,Photo,Brand Name,Name,Brand,Short Name,Pets,Size,buy_12_get_1_free
810053870556,210000186766,Dog > Grooming > Paw & Nail Care > Paw Care,16.39,2,10100763_1,https://www.littlepetexpress.com/products/Skouts-Honor-Probiotic-Paw-Spray-for-Dogs-Cats-2/?case_option=False,"Grooming, Paw Care",['downloaded_images/10100763/10100763_1/image_191551_FjBZkG6.jpg'],Skout's Honor,"Skout's Honor Probiotic Paw Spray for Pets, 8-oz",Skout's Honor,Probiotic Paw Spray,Dogs,8-oz,No
679628445342,210000208693,Dog > Treats > Soft & Chewy Treats,12.99,1,10100471_1,https://www.littlepetexpress.com/products/Lord-Jameson-Mango-Pops-Dog-Treats-2/?case_option=False,Soft & Chewy Treats,['downloaded_images/10100471/10100471_1/2_ib9y0QK.jpg'],Lord Jameson,"Lord Jameson Mango Pops Dog Treats, 6-oz",Lord Jameson,Mango Pops,Dogs,6-oz,No
180181906930,210000122957,Dog > Toys > Chew Toys,35.99,2,10100513_1,https://www.littlepetexpress.com/products/Tuffys-Mighty-Dragon-Dog-Chew-Toy-Yellow-2/?case_option=False,Chew Toys,['downloaded_images/10100513/10100513_1/image_117885.png'],Mighty,"Mighty Dragon Dog Chew Toy, Yellow, Regular",Mighty,"Dragon Chew Toy, Yellow",Dogs,Regular,No
628043606647,210000128181,Dog > Bowls & Feeders > Bowls & Diners > Bowls & Dishes,9.79,0,10100506_1,https://www.littlepetexpress.com/products/messy-mutts-stainless-steel-heavy-gauge-non-slip-dog-bowl-small/?case_option=False,Bowls & Dishes,['downloaded_images/10100506/10100506_1/image_124034.jpg'],Messy Mutts,"Messy Mutts Stainless Steel Heavy Gauge Non-Slip Dog Bowl, Medium",Messy Mutts,Stainless Steel Heavy Gauge Non-Slip,Dogs,Medium,No
849088048920,210000181081,Dog > Toys > Plush Toys > Stuffed Toys,21.79,1,10100222_1,https://www.littlepetexpress.com/products/fabdog-Floppy-Plush-Dog-Toy-Lobster-2/?case_option=False,Stuffed Toys,['downloaded_images/10100222/10100222_1/lobster_1280x1280.jpg'],fabdog,"fabdog Floppy Plush Dog Toy, Lobster, Large",fabdog,"Floppy Plush , Lobster",Dogs,Large,No
073893962038,210000182931,Dog > Food > Wet Food,2.99,16,10100707_1,https://www.littlepetexpress.com/products/PureVita-Limited-Ingredient-Pork-Entree-Wet-Dog-Food-2/?case_option=False,Wet Food,['downloaded_images/10100707/10100707_1/PV_Pork_Entree.jpg'],PureVita,"PureVita Limited Ingredient Pork Entree Wet Dog Food, 12.5-oz",PureVita,Limited Ingredient Pork Entree,Dogs,12.5-oz,Yes
855978006406,210000168884,Cat > Litter & Accessories > Litter,31.39,3,10100087_1,https://www.littlepetexpress.com/products/BoxiePro-Air-Lightweight-Deep-Clean-Probiotic-Clumping-Cat-Litter-2/?case_option=False,Litter,"['downloaded_images/10100087/10100087_1/image_171231_XB5ZUSb.jpg', 'downloaded_images/10100087/10100087_1/image_171231.jpg']",Boxiecat,"Boxiecat BoxiePro Air Lightweight Deep Clean Probiotic Clumping Cat Litter, 6.5-lb",Boxiecat,Pro Air Lightweight Deep Clean Probiotic Clumping,Cats,6.5-lb,No
073893260073,210000086333,Dog > Food > Dry Food,19.79,0,10100637_1,https://www.littlepetexpress.com/products/Nutrisource-Small-Bites-Adult-Dry-Dog-Food-3/?case_option=False,Dry Food,['downloaded_images/10100637/10100637_1/dML79MdA.jpeg'],NutriSource,"NutriSource Small Bites Adult Chicken and Rice Dry Dog Food, 5-lb",NutriSource,Small Bites Adult Chicken and Rice,Dogs,5-lb,No
860003498125,210000165162,Dog > Vitamins & Supplements,79.95,4,10100461_1,https://www.littlepetexpress.com/products/Lix-The-Elixir-Pure-C-B-D-Oil-Unflavored-4/?case_option=False,Vitamins & Supplements,"['downloaded_images/10100461/10100461_1/image_167184_DN1UDxI.jpg', 'downloaded_images/10100461/10100461_1/image_167184_KThZh5y.jpg', 'downloaded_images/10100461/10100461_1/image_167184.jpg']",LIX,"LIX The Elixir Oil Flavorless & Odorless Alternative Supplement for Dogs, 1000mg, 1-oz",LIX,"The Elixir Oil Flavorless & Odorless, 1000mg",Dogs,1-oz,No
683547126008,210000156974,Dog > Food > Freeze-Dried Food,12.59,2,10100651_1,https://www.littlepetexpress.com/products/Open-Farm-Freeze-Dried-Turkey-Morsels-2/?case_option=False,Freeze-Dried Food,"['downloaded_images/10100651/10100651_1/image_156951_u8idxGp.jpg', 'downloaded_images/10100651/10100651_1/image_156951_ViXGa0W.jpg', 'downloaded_images/10100651/10100651_1/image_156951.jpg']",Open Farm,"Open Farm Homestead Turkey Recipe Freeze-Dried Raw Dog Food, 3.5-oz",Open Farm,Homestead Turkey Recipe Raw,Dogs,3.5-oz,No
888641132782,210000094417,Dog > Food > Dry Food,15.79,1,10100412_1,https://www.littlepetexpress.com/products/Inception-Fish-Recipe-Whole-Grain-Dry-Dog-Food-2/?case_option=False,Dry Food,['downloaded_images/10100412/10100412_1/image_87323.png'],Inception,"Inception Fish Recipe Whole Grain Dry Dog Food, 4-lb",Inception,Fish Recipe Whole Grain,Dogs,4-lb,No
850021512170,210000210871,Dog > Vitamins & Supplements > Frozen Supplement,12.49,3,10100366_2,https://www.littlepetexpress.com/products/Green-JuJu-Raw-Goats-Milk-Wholw-Food-Supplement-for-Dogs-Cats-3/?case_option=False,"Frozen Food Toppings, Frozen Supplement","['downloaded_images/10100366/10100366_2/image_216382.jpg', 'downloaded_images/10100366/10100366_2/image_216382_ZMmM08w.jpg']",Green Juju,"Green JuJu Raw Goat's Milk Whole Food Supplement for Dogs & Cats, 32-oz",Green Juju,Green JuJu Raw Goat's Milk,Dogs,32-oz,No
888641138470,210000204927,Cat > Food > Wet Food,2.39,23,10100301_1,https://www.littlepetexpress.com/products/Fussie-Cat-Market-Fresh-Trout-Salmon-Recipe-Wet-Cat-Food-2/?case_option=False,Wet Food,['downloaded_images/10100301/10100301_1/image_210315.jpg'],Fussie Cat,"Fussie Cat Market Fresh Trout & Salmon Recipe Wet Cat Food, 5.5-oz",Fussie Cat,Market Fresh Trout & Salmon Recipe,Cats,5.5-oz,Yes
619660005449,210000162388,Dog > Leashes & Collars > Harnesses,31.99,0,10100039_2,https://www.littlepetexpress.com/products/Bark-Appeal-Reflective-No-Pull-Dog-Harness-Tan-Plaid-4/?case_option=False,Harnesses,['downloaded_images/10100039/10100039_2/image_163239.jpg'],Bark Appeal,"Bark Appeal Reflective No-Pull Dog Harness, Tan Plaid, Medium",Bark Appeal,"Reflective No-Pull Harness, Tan Plaid",Dogs,Medium,No
811048023124,210000162426,Dog > Food > Wet Food,2.79,14,10100430_1,https://www.littlepetexpress.com/products/Koha-Pure-Shreds-Shredded-Chicken-Breast-Beef-Canned-Dog-Food-2/?case_option=False,Wet Food,"['downloaded_images/10100430/10100430_1/811048023124_1.jpg', 'downloaded_images/10100430/10100430_1/811048023124_2.jpg']",Koha,"Koha Pure Shreds Shredded Chicken Breast & Beef Entree Canned Dog Food, 5.5-oz",Koha,Pure Shreds Shredded Chicken Breast & Beef Entree,Dogs,5.5-oz,Yes
076484512018,210000088459,Dog > Leashes & Collars > Collars > Muzzles & Head Collars,21.99,0,10100128_1,https://www.littlepetexpress.com/products/Coastal-Pet-Walk-n-Train-Dog-Head-Halter-2/?case_option=False,Muzzles & Head Collars,['downloaded_images/10100128/10100128_1/image_81363.jpg'],Coastal Pet Products,"Coastal Walk 'n Train! Dog Head Halter, Size 2",Coastal Pet Products,Coastal Walk 'n Train! Head Halter,Dogs,Size 2,No
708302899987,210000162442,Dog > Leashes & Collars > Leashes,10.99,6,10100040,https://www.littlepetexpress.com/products/the-little-pet-shoppe/Bark-Appeal-Reflective-Two-Way-Walking-Dog-Lead-Black/,Leashes,['downloaded_images/10100040/image_163294.jpg'],Bark Appeal,"Bark Appeal Reflective Two Way Walking Dog Lead, Black",Bark Appeal,"Reflective Two Way Walking Lead, Black",Dogs,,No
811618012848,210000075355,Dog > Apparel & Accessories > Tops > Sweaters,24.99,1,10100157_1,https://www.littlepetexpress.com/products/doggie-design-cotton-dog-sweater-cable-knit-fiery-red-2/?case_option=False,Sweaters,['downloaded_images/10100157/10100157_1/image_67096.jpg'],Doggie Design,"Doggie Design Cotton Dog Sweater, Cable Knit Fiery Red, XX-Small",Doggie Design,"Cotton Sweater, Cable Knit Fiery Red",Dogs,XX-Small,No
870856000949,210000175728,Dog > Cleaning & Potty > Poop Bags & Scoopers > Poop Bag Dispensers,6.99,4,10100199_1,https://www.littlepetexpress.com/products/Earth-Rated-Capsule-20-Unscented-Dog-Poop-Bag-Dispenser-Green-2/?case_option=False,Poop Bag Dispensers,['downloaded_images/10100199/10100199_1/870856000949_123_JJeJPth.jpg'],Earth Rated,"Earth Rated Poop Bags Leash Dispenser 2.0 with Single Roll, Unscented, 15-count",Earth Rated,"Poop Bags Leash Dispenser 2.0 with Single Roll, Unscented",Dogs,15-count,No
072705122004,210000169167,Dog > Treats > Biscuits & Crunchy Treats,7.69,0,10100241_1,https://www.littlepetexpress.com/products/Fromm-Crunchy-Os-Peanut-Butter-Jammies-Dog-Treats-2/?case_option=False,Biscuits & Crunchy Treats,['downloaded_images/10100241/10100241_1/Fromm_Crunchy_Os_Peanut_Butter_Jammers_Dog_Treats_1.jpg'],Fromm,"Fromm Crunchy O's Peanut Butter Jammers Dog Treats, 6-oz",Fromm,Crunchy O's Peanut Butter Jammers,Dogs,6-oz,Yes
811618016679,210000075386,Dog > Apparel & Accessories > Tops > Sweaters,24.99,1,10100156_1,https://www.littlepetexpress.com/products/doggie-design-cotton-dog-sweater-cable-knit-candy-pink-6/?case_option=False,Sweaters,['downloaded_images/10100156/10100156_1/image_67123.jpg'],Doggie Design,"Doggie Design Cotton Dog Sweater, Cable Knit Candy Pink, Large",Doggie Design,"Cotton Sweater, Cable Knit Candy Pink",Dogs,Large,No
810216022587,210000115886,Dog > Toys > Chew Toys,16.99,4,10100791_2,https://www.littlepetexpress.com/products/Soda-Magnum-Can-Dog-Toy-Black-3/?case_option=False,Chew Toys,['downloaded_images/10100791/10100791_2/image_110182.jpg'],SodaPup,"Sodapup Magnum Can Dog Toy, Black, Large",SodaPup,"Magnum Can, Black",Dogs,Large,No
810538019586,210000077013,Dog > Apparel & Accessories > Outdoor Gear > Raincoats & Gear,50.39,1,10100321_1,https://www.littlepetexpress.com/products/gold-paw-rain-paw-all-season-dog-rain-jacket-navy-and-navy-2/?case_option=False,Raincoats & Gear,['downloaded_images/10100321/10100321_1/image_69272.jpg'],Goldpaw,"Gold Paw Rain Paw All-Season Dog Rain Jacket, Navy and Navy, 10/12",Goldpaw,"Rain Paw All-Season Rain Jacket, Navy and Navy",Dogs,10/12,No
810538019807,210000077024,Dog > Apparel & Accessories > Outdoor Gear > Raincoats & Gear,50.39,1,10100320_2,https://www.littlepetexpress.com/products/gold-paw-rain-paw-all-season-dog-rain-jacket-beetroot-and-graphite-5/?case_option=False,Raincoats & Gear,['downloaded_images/10100320/10100320_2/image_69280.png'],Goldpaw,"Gold Paw Rain Paw All-Season Dog Rain Jacket, Beetroot and Graphite, 18/20",Goldpaw,"Rain Paw All-Season Rain Jacket, Beetroot and Graphite",Dogs,18/20,No
850004314616,210000121492,Dog > Grooming > Paw & Nail Care > Paw Care,18.49,2,10100752,https://www.littlepetexpress.com/products/the-little-pet-shoppe/Skouts-Honor-Prebiotic-Pet-Balm-for-Dogs-Cats-2-oz/,"Grooming, Paw Care",['downloaded_images/10100752/image_116405_8Cx80FN.jpg'],Skout's Honor,"Skout's Honor Prebiotic Pet Balm, 2-oz",Skout's Honor,Prebiotic Pet Balm,Dogs,2-oz,No
811048023193,210000183415,Cat > Food > Wet Food,1.79,21,10100433_1,https://www.littlepetexpress.com/products/Koha-Pure-Shreds-Shredded-Chicken-Breast-Salmon-Entree-Wet-Cat-Food-2/?case_option=False,Wet Food,['downloaded_images/10100433/10100433_1/image_188082.jpg'],Koha,"Koha Pure Shreds Shredded Chicken Breast & Salmon Entrée Wet Cat Food, 2.8-oz",Koha,Pure Shreds Shredded Chicken Breast & Salmon Entrée,Cats,2.8-oz,Yes
811048023162,210000183417,Cat > Food > Wet Food,2.89,0,10100433_2,https://www.littlepetexpress.com/products/Koha-Pure-Shreds-Shredded-Chicken-Breast-Salmon-Entree-Wet-Cat-Food-4/?case_option=False,Wet Food,['downloaded_images/10100433/10100433_2/image_188084.jpg'],Koha,"Koha Pure Shreds Shredded Chicken Breast & Salmon Entrée Wet Cat Food, 5.5-oz",Koha,Pure Shreds Shredded Chicken Breast & Salmon Entrée,Cats,5.5-oz,Yes
841186115979,210000211253,"Dog > Apparel & Accessories > Coats, Jackets & Vests",32.99,0,10100335_2,https://www.littlepetexpress.com/products/Gooby-Padded-Dog-Vest-Solid-Green-4/?case_option=False,"Coats, Jackets & Vests",['downloaded_images/10100335/10100335_2/image_216764.jpg'],Gooby,"Gooby Padded Dog Vest, Solid Green, Medium",Gooby,"Padded Vest, Solid Green",Dogs,Medium,No
810053870433,210000179573,Dog > Flea & Tick > Sprays & Wipes,38.09,1,10100747_1,https://www.littlepetexpress.com/products/Skouts-Honor-Flea-Tick-Spray-for-Dogs-Home-32-oz/?case_option=False,Sprays & Wipes,['downloaded_images/10100747/10100747_1/fleatick-yard-spray-320726_1800x1800.png'],Skout's Honor,"Skout's Honor Flea + Tick Spray for Dogs & Yard, 32-oz",Skout's Honor,Flea + Tick Spray,Dogs,32-oz,No
810538013461,210000077133,"Dog > Apparel & Accessories > Coats, Jackets & Vests",23.99,1,10100328_1,https://www.littlepetexpress.com/products/gold-paw-stretch-fleece-red-dog-coat-2/?case_option=False,"Coats, Jackets & Vests","['downloaded_images/10100328/10100328_1/image_69393.jpg', 'downloaded_images/10100328/10100328_1/image_69393_zta5T70.jpg']",Goldpaw,"Goldpaw Stretch Fleece Dog Coat, Red, 2",Goldpaw,"Stretch Fleece Coat, Red",Dogs,2,No
810538013560,210000077134,"Dog > Apparel & Accessories > Coats, Jackets & Vests",23.99,2,10100328_2,https://www.littlepetexpress.com/products/gold-paw-stretch-fleece-red-dog-coat-3/?case_option=False,"Coats, Jackets & Vests","['downloaded_images/10100328/10100328_2/image_69394.jpg', 'downloaded_images/10100328/10100328_2/image_69394_FD8Hre1.jpg']",Goldpaw,"Goldpaw Stretch Fleece Dog Coat, Red, 4",Goldpaw,"Stretch Fleece Coat, Red",Dogs,4,No
810139010289,210000211366,Dog > Toys > Fetch Toys > Balls,16.99,7,10100912_4,https://www.littlepetexpress.com/products/WACKYwalkr-WUNDERBALL-Fetch-Dog-Toy-Color-Varies/?case_option=False,Balls,['downloaded_images/10100912/10100912_4/image_216877.jpg'],WACKYwalk'r,"WACKYwalk'r WUNDERBALL Fetch Dog Toy, Color Varies, X-Large",WACKYwalk'r,"WUNDERBALL Fetch, Color Varies",Dogs,X-Large,No
850001792158,210000205349,Dog > Vitamins & Supplements,74.99,4,10100377_1,https://www.littlepetexpress.com/products/Holistic-Tails-Drops-Alternative-Supplement-for-X-Large-Breed-Dogs-600mg-2/?case_option=False,Vitamins & Supplements,['downloaded_images/10100377/10100377_1/image_210737.jpg'],Holistic Tails,"Holistic Tails Drops Alternative Supplement for X-Large Breed Dogs, 600mg, 1-oz",Holistic Tails,"Drops for X-Large Breed Dogs, 600mg",Dogs,1-oz,No
757946403029,210000191229,Dog > Vitamins & Supplements > Hip & Joint Care,59.99,4,10100017_1,https://www.littlepetexpress.com/products/Annamaet-Endure-Dog-Powder-Supplement/?case_option=False,Hip & Joint Care,['downloaded_images/10100017/10100017_1/image_196407.jpg'],Annamaet,"Annamaet Endure Dog Powder Supplement, 200-gram",Annamaet,Endure Powder Supplement,Dogs,200-gram,No
850001792073,210000205355,Dog > Vitamins & Supplements,39.99,1,10100378_1,https://www.littlepetexpress.com/products/Holistic-Tails-Peanut-Butter-Flavored-Bites-Alternative-Supplement-for-Medium-Large-Breed-Dogs-4mg-2/?case_option=False,Vitamins & Supplements,['downloaded_images/10100378/10100378_1/image_210743.jpg'],Holistic Tails,"Holistic Tails Peanut Butter Flavored Bites Alternative Supplement for Medium & Large Breed Dogs, 4mg, 60-count",Holistic Tails,"Peanut Butter Flavored Bites for Medium & Large Breed, 4mg",Dogs,60-count,No
860007274602,210000199293,Equine > Health & Wellness > Vitamins & Supplements,139.95,1,10100464_1,https://www.littlepetexpress.com/products/LIX-The-Elixir-Pure-Oil-Unflavored-Alternative-Supplement-for-Large-Breed-Pets-2500mg-2/?case_option=False,Vitamins & Supplements,"['downloaded_images/10100464/10100464_1/image_204609_wrvYOBX.jpg', 'downloaded_images/10100464/10100464_1/image_204609_u3BPmT4.jpg', 'downloaded_images/10100464/10100464_1/image_204609.jpg']",LIX,"LIX The Elixir Oil Flavorless & Odorless Alternative Supplement for Large Breed Pets, 2500mg, 1-oz",LIX,"The Elixir Oil Flavorless & Odorless for Large Breed Pets, 2500mg",Dogs,1-oz,No
860003498170,210000199297,Dog > Vitamins & Supplements,8.95,0,10100455_1,https://www.littlepetexpress.com/products/lix-bites-soft-chews-alternative-supplement-for-dogs-10mg-3-count/?case_option=False,Vitamins & Supplements,"['downloaded_images/10100455/10100455_1/image_204613_R9RT2P7.jpg', 'downloaded_images/10100455/10100455_1/image_204613_W548m9O.jpg', 'downloaded_images/10100455/10100455_1/image_204613.jpg']",LIX,"LIX Bites Soft Chews Alternative Supplement for Dogs, 10mg, 3-count",LIX,"Bites Soft Chews, 10mg",Dogs,3-count,No
022266174790,210000169455,Dog > Toys > Plush Toys,25.09,1,10100818,https://www.littlepetexpress.com/products/the-little-pet-shoppe/Tall-Tails-Crunch-Lobster-Dog-Toy-14-in/,Plush Toys,"['downloaded_images/10100818/image_171867_W7Cocsz.jpg', 'downloaded_images/10100818/image_171867_sgHXTjj.jpg', 'downloaded_images/10100818/image_171867.jpg']",Tall Tails,"Tall Tails Crunch Lobster Dog Toy, 14-in",Tall Tails,Crunch Lobster,Dogs,14-in,No
884308610235,210000191282,Dog > Food > Freeze-Dried Food,29.59,1,10100350_1,https://www.littlepetexpress.com/products/Grandma-Lucys-3-Bears-Beef-Freeze-Dried-Dog-Food-3/?case_option=False,Freeze-Dried Food,['downloaded_images/10100350/10100350_1/image_196460.jpg'],Grandma Lucy's,"Grandma Lucy's 3 Bears Beef Freeze-Dried Dog Food, 3-lb",Grandma Lucy's,3 Bears Beef,Dogs,3-lb,No
073893040002,210000209506,Dog > Food > Wet Food,1.79,17,10100634_1,https://www.littlepetexpress.com/products/NutriSource-Small-Medium-Breed-Puppy-Chicken-Rice-Wet-Dog-Food-55-oz/?case_option=False,Wet Food,['downloaded_images/10100634/10100634_1/image_214138.jpg'],NutriSource,"NutriSource Small & Medium Breed Puppy Chicken & Rice Wet Dog Food, 5.5-oz",NutriSource,Small & Medium Breed Puppy Chicken & Rice,Dogs,5.5-oz,Yes
072705132560,210000211482,Dog > Food > Wet Food,4.79,8,10100248_1,https://www.littlepetexpress.com/products/Fromm-Diner-Favorites-Bellas-Beef-Barkundy-Stew-Wet-Dog-Food-2/?case_option=False,Wet Food,['downloaded_images/10100248/10100248_1/image_216993.jpg'],Fromm,"Fromm Diner Favorites Bella's Beef Barkundy Stew Wet Dog Food, 12.5-oz",Fromm,Diner Favorites Bella's Beef Barkundy Stew,Dogs,12.5-oz,Yes
022266176190,210000203468,Dog > Toys > Plush Toys > Stuffed Toys,14.19,1,10100828_1,https://www.littlepetexpress.com/products/Tall-Tails-Monarch-Squeaker-Plush-Dog-Toy-2/?case_option=False,Stuffed Toys,"['downloaded_images/10100828/10100828_1/Plush_Monarch_ith_Squeaker_1.jpg', 'downloaded_images/10100828/10100828_1/Plush_Monarch_ith_Squeaker_2.jpg']",Tall Tails,"Tall Tails Monarch Butterfly Squeaker Plush Dog Toy, 6-in",Tall Tails,Monarch Butterfly Squeaker Plush,Dogs,6-in,No
628043606463,210000119777,Cat > Bowls & Feeders > Bowls & Diners,14.99,0,10100486_1,https://www.littlepetexpress.com/products/Messy-Cats-Silicone-Interactive-Cat-Feeder-2/?case_option=False,Bowls & Diners,['downloaded_images/10100486/10100486_1/image_114651.jpg'],Messy Cats,"Messy Cats Silicone Interactive Cat Feeder, Large",Messy Cats,Silicone Interactive Feeder,Cats,Large,No
076484051111,210000004014,Dog > Leashes & Collars > Collars > Muzzles & Head Collars,21.99,1,10100919_2,https://www.littlepetexpress.com/products/walk-n-train-dog-head-halter-black-3/?case_option=False,Muzzles & Head Collars,['downloaded_images/10100919/10100919_2/image_4010_SSr7Cia.jpg'],Walk n' Train,"Walk 'n Train Dog Head Halter, Black, Small",Walk n' Train,"Walk 'n Train Head Halter, Black",Dogs,Small,No
5690875253127,210000032722,Dog > Vitamins & Supplements > Hip & Joint Care,24.99,1,10100397_1,https://www.littlepetexpress.com/products/iceland-pure-pet-products-unscented-pharmaceutical-grade-salmon-oil-liquid-dog-cat-supplement-1/?case_option=False,Hip & Joint Care,['downloaded_images/10100397/10100397_1/image_32719_QkkOsjm.jpg'],Iceland Pure,"Iceland Pure Pet Products Unscented Pharmaceutical Grade Salmon Oil Liquid Dog & Cat Supplement, 8.75-oz bottle",Iceland Pure,Unscented Pharmaceutical Grade Salmon Oil Liquid,Dogs & Cats,8.75-oz,No
784815902642,210000073797,Cat > Food > Dry Food,21.39,0,10100476_1,https://www.littlepetexpress.com/products/lotus-sardine-and-herring-grain-free-dry-dog-food-2/?case_option=False,Dry Food,"['downloaded_images/10100476/10100476_1/image_65534_zFSovKc.jpg', 'downloaded_images/10100476/10100476_1/image_65534.jpg']",Lotus,"Lotus Oven-Baked Sardine & Herring Grain-Free Dry Cat Food, 2.2-lb",Lotus,Oven-Baked Sardine & Herring Grain-Free,Cats,2.2-lb,No
